"LicAge","VehAge","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","BonusMalus","VehBody","VehPrice","VehEngine","VehEnergy","VehMaxSpeed","VehClass","y","RiskVar","Garage"
72,"2","Female","Other","CSP1","Professional",57,0,76,"sedan","E","injection","regular","160-170 km/h","B","GOOD",1,"None"
241,"2","Male","Other","CSP50","Private+trip to office",40,0,100,"sedan","H","injection","regular","180-190 km/h","B","GOOD",12,"Private garage"
429,"3","Male","Other","CSP50","Private",54,0,92,"sedan","H","injection","regular","170-180 km/h","M1","GOOD",3,"Collective garage"
345,"10+","Female","Other","CSP55","Private+trip to office",47,0,57,"sedan","K","injection overpowered","diesel","160-170 km/h","M1","GOOD",16,"Collective garage"
483,"2","Male","Other","CSP60","Private",65,0,54,"sedan","P","direct injection overpowered","diesel","220+ km/h","M2","GOOD",8,"Private garage"
145,"0","Male","Alone","CSP50","Professional",35,0,76,"station wagon","N","injection","regular","190-200 km/h","M2","GOOD",16,"None"
136,"4","Male","Alone","CSP50","Private+trip to office",37,0,72,"sport utility vehicle","L","injection","regular","160-170 km/h","M2","GOOD",20,"None"
184,"6-7","Male","Alone","CSP50","Private+trip to office",35,0,76,"sedan","G","injection","regular","170-180 km/h","B","GOOD",11,"None"
375,"0","Female","Other","CSP50","Professional",60,0,50,"sport utility vehicle","S","injection","regular","200-220 km/h","H","BAD",6,"Private garage"
277,"1","Male","Other","CSP66","Professional",48,0,50,"sport utility vehicle","W","injection","regular","200-220 km/h","H","GOOD",16,"Private garage"
173,"2","Male","Alone","CSP50","Professional",33,0,80,"sedan","H","injection","regular","170-180 km/h","M1","GOOD",17,"None"
371,"2","Female","Other","CSP55","Private",50,0,64,"cabriolet","J","injection","regular","190-200 km/h","B","GOOD",9,"None"
247,"5","Male","Other","CSP46","Professional",38,0,50,"sport utility vehicle","Q","injection","regular","170-180 km/h","H","GOOD",18,"Collective garage"
331,"0","Male","Other","CSP50","Private+trip to office",48,0,50,"microvan","L","injection","regular","190-200 km/h","M1","GOOD",6,"None"
390,"5","Male","Other","CSP66","Professional",51,0,50,"station wagon","P","injection overpowered","diesel","200-220 km/h","H","GOOD",17,"Collective garage"
259,"2","Male","Other","CSP42","Professional run",39,0,50,"sedan","P","injection","regular","220+ km/h","M2","GOOD",6,"Collective garage"
485,"2","Male","Other","CSP42","Professional run",58,0,50,"van","F","injection","regular","140-150 km/h","M1","GOOD",11,"None"
180,"4","Male","Other","CSP50","Private+trip to office",33,0,80,"sedan","M","direct injection overpowered","diesel","190-200 km/h","H","GOOD",15,"Collective garage"
139,"5","Female","Alone","CSP55","Private+trip to office",30,0,80,"sedan","G","injection","regular","180-190 km/h","B","GOOD",16,"None"
381,"5","Male","Other","CSP50","Private+trip to office",50,0,50,"other microvan","N","injection","regular","170-180 km/h","H","GOOD",17,"None"
101,"3","Male","Other","CSP50","Private+trip to office",28,0,80,"sedan","K","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",20,"None"
421,"1","Male","Other","CSP50","Professional",53,0,50,"sedan","I","injection","regular","190-200 km/h","B","GOOD",15,"Collective garage"
206,"0","Male","Other","CSP1","Professional",36,0,78,"sport utility vehicle","M","direct injection overpowered","diesel","160-170 km/h","M2","GOOD",19,"None"
568,"5","Female","Other","CSP1","Professional",65,0,50,"sedan","H","injection","regular","180-190 km/h","B","GOOD",8,"None"
370,"1","Male","Other","CSP66","Professional",54,0,50,"microvan","N","direct injection overpowered","diesel","180-190 km/h","H","GOOD",13,"Private garage"
323,"3","Male","Other","CSP50","Private+trip to office",45,0,50,"coupe","C","injection overpowered","regular","130-140 km/h","A","GOOD",16,"Collective garage"
308,"5","Male","Other","CSP48","Professional",54,0,50,"van","H","direct injection overpowered","diesel","140-150 km/h","M1","GOOD",10,"None"
493,"1","Male","Other","CSP1","Private",59,0,50,"sedan","I","injection","regular","200-220 km/h","B","GOOD",8,"None"
549,"4","Female","Other","CSP46","Professional",65,0,50,"sport utility vehicle","N","injection overpowered","diesel","140-150 km/h","0","GOOD",5,"Private garage"
332,"5","Male","Other","CSP66","Private+trip to office",48,0,50,"sedan","P","injection","regular","220+ km/h","H","GOOD",13,"Private garage"
159,"4","Male","Other","CSP42","Professional run",31,0,93,"sedan","J","direct injection overpowered","diesel","170-180 km/h","B","GOOD",16,"None"
612,"1","Male","Other","CSP60","Private",69,0,50,"sedan","L","direct injection overpowered","diesel","200-220 km/h","M1","BAD",17,"Collective garage"
677,"4","Female","Other","CSP60","Private",78,0,50,"sedan","K","injection","regular","190-200 km/h","M2","GOOD",15,"None"
263,"4","Female","Alone","CSP50","Private",59,1,53,"sedan","G","injection","regular","180-190 km/h","B","GOOD",15,"None"
333,"2","Male","Other","CSP50","Private+trip to office",54,0,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",1,"None"
430,"3","Male","Other","CSP60","Private",73,0,50,"sedan","P","injection","regular","200-220 km/h","M2","GOOD",16,"Collective garage"
342,"3","Male","Other","CSP48","Professional",47,0,50,"other microvan","K","injection","regular","190-200 km/h","M1","GOOD",11,"None"
339,"6-7","Male","Other","CSP50","Private+trip to office",46,0,50,"sport utility vehicle","K","injection","regular","160-170 km/h","M2","GOOD",16,"None"
249,"4","Female","Other","CSP48","Private+trip to office",42,0,50,"station wagon","D","injection","regular","130-140 km/h","A","GOOD",2,"None"
127,"5","Male","Other","CSP55","Professional",29,0,76,"station wagon","L","injection overpowered","diesel","180-190 km/h","M2","BAD",7,"None"
568,"4","Male","Other","CSP1","Professional",65,0,58,"sedan","I","injection","regular","180-190 km/h","B","BAD",16,"None"
473,"2","Female","Other","CSP48","Professional",57,0,50,"sedan","L","injection","regular","180-190 km/h","M1","GOOD",12,"Collective garage"
126,"2","Female","Alone","CSP55","Private+trip to office",28,0,80,"sedan","H","injection","diesel","160-170 km/h","B","GOOD",12,"None"
179,"0","Female","Other","CSP50","Private+trip to office",38,0,72,"sport utility vehicle","L","injection","regular","180-190 km/h","M2","GOOD",17,"None"
284,"8-9","Female","Alone","CSP50","Professional",44,0,80,"sedan","C","injection","regular","150-160 km/h","B","GOOD",14,"None"
127,"6-7","Female","Alone","CSP50","Private+trip to office",33,0,57,"sedan","E","injection","regular","150-160 km/h","B","GOOD",15,"None"
448,"2","Male","Other","CSP50","Private+trip to office",58,0,50,"other microvan","O","direct injection overpowered","diesel","170-180 km/h","H","GOOD",14,"None"
158,"1","Male","Other","CSP50","Private+trip to office",31,0,85,"station wagon","H","injection","regular","150-160 km/h","M1","GOOD",14,"None"
58,"0","Female","Alone","CSP50","Private+trip to office",22,0,80,"sedan","G","injection","regular","160-170 km/h","B","GOOD",16,"None"
219,"4","Female","Alone","CSP55","Private",36,0,60,"microvan","J","direct injection overpowered","diesel","150-160 km/h","M2","BAD",19,"None"
231,"3","Female","Alone","CSP1","Professional",38,0,50,"coupe","H","injection","regular","200-220 km/h","M1","GOOD",20,"None"
428,"4","Male","Other","CSP48","Professional",53,0,50,"van","G","injection","diesel","130-140 km/h","0","GOOD",14,"None"
109,"5","Female","Other","CSP55","Private",28,1,60,"sedan","G","injection","diesel","160-170 km/h","B","GOOD",13,"None"
332,"4","Female","Other","CSP50","Private+trip to office",47,0,54,"van","F","injection","diesel","150-160 km/h","B","GOOD",5,"None"
68,"1","Male","Other","CSP50","Private+trip to office",26,0,80,"sedan","K","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",17,"Collective garage"
93,"4","Female","Alone","CSP26","Private+trip to office",26,0,68,"sedan","I","injection","regular","200-220 km/h","B","GOOD",17,"None"
423,"0","Male","Other","CSP50","Professional",54,0,50,"microvan","K","injection","regular","170-180 km/h","M1","GOOD",9,"None"
461,"4","Female","Other","CSP60","Private",70,1,50,"coupe","L","injection","regular","200-220 km/h","M2","GOOD",15,"Collective garage"
66,"4","Female","Other","CSP50","Private+trip to office",24,0,80,"sedan","C","injection","regular","160-170 km/h","B","GOOD",14,"None"
236,"4","Male","Other","CSP50","Private",42,0,59,"sedan","K","injection","regular","180-190 km/h","M1","GOOD",16,"None"
285,"4","Female","Other","CSP66","Professional",58,0,50,"sedan","D","injection","regular","150-160 km/h","A","BAD",8,"Collective garage"
143,"4","Male","Alone","CSP55","Private+trip to office",30,0,80,"sedan","F","injection","regular","160-170 km/h","B","GOOD",18,"None"
267,"10+","Female","Alone","CSP50","Private+trip to office",40,1,57,"sedan","C","injection","regular","140-150 km/h","B","GOOD",20,"Private garage"
459,"8-9","Female","Other","CSP60","Private",62,1,50,"sedan","A","injection","regular","130-140 km/h","A","GOOD",16,"Collective garage"
404,"1","Female","Other","CSP46","Private",54,0,50,"sedan","I","injection","regular","180-190 km/h","B","GOOD",9,"None"
124,"2","Male","Other","CSP50","Professional",28,0,68,"sedan","L","direct injection overpowered","diesel","190-200 km/h","M1","GOOD",12,"None"
409,"2","Male","Other","CSP50","Private+trip to office",52,0,50,"sedan","L","injection","regular","200-220 km/h","M2","GOOD",16,"None"
348,"4","Male","Other","CSP50","Professional",47,0,80,"station wagon","D","injection","regular","130-140 km/h","A","GOOD",11,"None"
517,"2","Male","Other","CSP1","Professional",62,0,50,"sedan","P","injection overpowered","regular","220+ km/h","H","GOOD",15,"Collective garage"
529,"3","Male","Other","CSP60","Private",67,0,50,"other microvan","J","injection","regular","180-190 km/h","M1","GOOD",11,"None"
282,"4","Male","Alone","CSP55","Private+trip to office",41,0,50,"sedan","E","injection","regular","170-180 km/h","B","GOOD",13,"None"
321,"1","Male","Other","CSP50","Professional",46,0,50,"sedan","N","direct injection overpowered","diesel","200-220 km/h","M1","GOOD",8,"None"
282,"4","Male","Other","CSP50","Private",54,0,50,"station wagon","J","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",15,"None"
360,"2","Female","Other","CSP1","Professional",50,0,90,"sedan","E","injection","diesel","150-160 km/h","A","GOOD",11,"None"
430,"1","Male","Other","CSP1","Professional",54,0,80,"sedan","P","direct injection overpowered","diesel","200-220 km/h","H","GOOD",6,"Collective garage"
75,"6-7","Female","Alone","CSP26","Private+trip to office",25,0,80,"sedan","F","injection","regular","150-160 km/h","B","GOOD",16,"None"
498,"0","Male","Other","CSP50","Professional",59,0,58,"sedan","O","direct injection overpowered","diesel","200-220 km/h","M1","GOOD",8,"Private garage"
228,"1","Male","Other","CSP50","Professional",37,0,50,"other microvan","O","direct injection overpowered","diesel","170-180 km/h","H","GOOD",16,"Private garage"
502,"2","Male","Other","CSP50","Private+trip to office",60,0,50,"other microvan","J","injection","regular","180-190 km/h","M1","GOOD",11,"None"
420,"4","Male","Other","CSP50","Private+trip to office",54,0,50,"sedan","K","injection","regular","180-190 km/h","M1","GOOD",4,"Private garage"
171,"8-9","Male","Alone","CSP50","Private",33,0,80,"sedan","D","injection","regular","160-170 km/h","B","GOOD",10,"Collective garage"
258,"4","Male","Alone","CSP50","Private+trip to office",43,0,57,"sedan","J","injection","regular","180-190 km/h","M1","GOOD",16,"None"
493,"4","Male","Other","CSP60","Private",69,0,51,"sedan","K","direct injection overpowered","diesel","190-200 km/h","M1","GOOD",6,"None"
183,"4","Male","Other","CSP48","Professional",45,0,106,"van","H","injection","diesel","140-150 km/h","M1","GOOD",5,"None"
334,"4","Male","Other","CSP50","Private",47,0,50,"station wagon","L","injection","regular","190-200 km/h","M2","GOOD",15,"Collective garage"
211,"1","Male","Alone","CSP50","Private+trip to office",36,0,80,"station wagon","H","injection","diesel","130-140 km/h","0","GOOD",15,"None"
373,"6-7","Male","Other","CSP50","Private+trip to office",50,0,50,"sedan","I","injection","regular","170-180 km/h","M1","GOOD",20,"None"
197,"1","Female","Other","CSP48","Private",34,0,57,"sedan","N","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",8,"None"
398,"5","Male","Other","CSP50","Professional",51,0,50,"sedan","N","injection","regular","200-220 km/h","H","GOOD",12,"Collective garage"
169,"0","Male","Alone","CSP66","Professional",32,0,52,"station wagon","Q","direct injection overpowered","diesel","200-220 km/h","M2","BAD",16,"Private garage"
393,"0","Female","Alone","CSP66","Professional",51,0,57,"sedan","K","injection","regular","160-170 km/h","B","GOOD",8,"None"
491,"2","Male","Other","CSP60","Private",61,0,67,"sedan","J","injection","regular","190-200 km/h","M2","GOOD",7,"Private garage"
176,"2","Female","Other","CSP50","Private+trip to office",33,0,80,"station wagon","M","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",19,"None"
610,"3","Male","Other","CSP60","Private",72,1,50,"sedan","F","injection","regular","160-170 km/h","B","GOOD",16,"None"
417,"10+","Male","Other","CSP66","Private+trip to office",54,0,50,"coupe","Q","injection","regular","200-220 km/h","H","GOOD",14,"Collective garage"
488,"3","Male","Other","CSP50","Private+trip to office",58,0,50,"other microvan","K","direct injection overpowered","diesel","150-160 km/h","M2","BAD",8,"Collective garage"
412,"2","Female","Other","CSP50","Private+trip to office",54,0,80,"sedan","H","injection","regular","170-180 km/h","B","GOOD",15,"None"
419,"6-7","Female","Other","CSP50","Private+trip to office",53,0,50,"sedan","D","injection","regular","150-160 km/h","A","GOOD",4,"None"
535,"0","Male","Other","CSP60","Private",69,0,50,"sedan","K","injection","regular","200-220 km/h","M1","GOOD",16,"None"
325,"0","Male","Other","CSP50","Private+trip to office",45,0,50,"coupe","E","injection overpowered","regular","130-140 km/h","A","GOOD",16,"Collective garage"
93,"3","Male","Other","CSP50","Private",27,0,112,"sport utility vehicle","L","injection","regular","170-180 km/h","H","GOOD",19,"Private garage"
154,"8-9","Male","Other","CSP50","Private+trip to office",31,0,54,"sedan","A","injection","regular","140-150 km/h","B","GOOD",19,"None"
188,"0","Male","Other","CSP42","Professional",36,0,62,"station wagon","Q","direct injection overpowered","diesel","200-220 km/h","H","GOOD",17,"Private garage"
335,"0","Female","Other","CSP37","Private",47,1,50,"sedan","J","injection","regular","190-200 km/h","M1","GOOD",7,"Collective garage"
218,"4","Male","Other","CSP50","Private+trip to office",36,0,54,"sedan","F","injection","regular","170-180 km/h","B","GOOD",15,"None"
405,"3","Male","Other","CSP50","Private+trip to office",53,0,50,"sedan","K","injection","regular","180-190 km/h","M1","GOOD",16,"Private garage"
121,"2","Female","Alone","CSP50","Private+trip to office",29,1,76,"sedan","J","injection","regular","190-200 km/h","B","GOOD",9,"None"
313,"3","Male","Other","CSP50","Professional",52,0,50,"microvan","M","injection overpowered","diesel","150-160 km/h","H","GOOD",15,"None"
417,"1","Male","Other","CSP50","Professional",53,0,50,"sedan","I","direct injection overpowered","diesel","160-170 km/h","M1","GOOD",11,"None"
634,"1","Male","Other","CSP60","Private",75,0,50,"sedan","H","injection","regular","190-200 km/h","B","GOOD",20,"Private garage"
597,"4","Male","Other","CSP21","Professional",71,0,50,"sedan","G","injection","regular","180-190 km/h","B","GOOD",6,"Private garage"
